white,black,result,time,illegal_move,moves,fen,white_elo,black_elo,eval
stockfish,gpt-3.5-turbo-instruct,1,82.58533238099997,No valid suggestions: |,"['d2d3', 'g8f6', 'g1f3', 'c7c5', 'e2e4', 'e7e6', 'f1e2', 'b8c6', 'e4e5', 'f6d5', 'e1g1', 'f8e7', 'b1d2', 'e8g8', 'd2e4', 'f7f5', 'e4c3', 'd5c3', 'b2c3', 'b7b5', 'a2a4', 'b5b4', 'c3b4', 'c6b4', 'f3d2', 'c8b7', 'd2c4', 'b7d5', 'a1b1', 'd8c7', 'f1e1', 'f8b8', 'c2c3', 'b4c6', 'b1b8', 'c7b8', 'c4e3']",rq4k1/p2pb1pp/2n1p3/2pbPp2/P7/2PPN3/4BPPP/2BQR1K1 b - - 1 19,1056.0,0,"{'type': 'cp', 'value': -160}"
stockfish,gpt-3.5-turbo-instruct,1,71.739307749,No valid suggestions: | |,"['g1f3', 'c7c5', 'c2c3', 'g8f6', 'd2d4', 'c5d4', 'f3d4', 'b8c6', 'b1d2', 'd7d5', 'e2e4', 'd5e4', 'f1e2', 'c6d4', 'd1a4', 'd4c6', 'e1g1', 'c8e6', 'd2e4', 'f6e4', 'f1d1', 'd8c8', 'e2f3', 'e6d7', 'a4e4', 'e7e6', 'c1g5', 'c8c7', 'd1d2', 'f8d6', 'a1d1', 'e8g8', 'd2d6']",r4rk1/ppqb1ppp/2nRp3/6B1/4Q3/2P2B2/PP3PPP/3R2K1 b - - 0 17,1056.0,0,"{'type': 'cp', 'value': 179}"
stockfish,gpt-3.5-turbo-instruct,1,81.79680576599998,No valid suggestions: |,"['g1f3', 'g8f6', 'd2d4', 'c7c5', 'd4c5', 'b8c6', 'g2g3', 'e7e5', 'c1e3', 'd7d5', 'c5d6', 'c8f5', 'c2c3', 'e5e4', 'f3d4', 'c6d4', 'd6d7', 'd8d7', 'e3d4', 'e8c8', 'f1g2', 'c8b8', 'e1g1', 'b8a8', 'd1b3', 'f8d6', 'f1d1', 'd7e7', 'c3c4', 'f5g4', 'b3e3', 'h8e8', 'b1c3', 'a7a6', 'a1c1', 'd6b4', 'a2a3', 'b4c3', 'c1c3']",k2rr3/1p2qppp/p4n2/8/2PBp1b1/P1R1Q1P1/1P2PPBP/3R2K1 b - - 0 20,996.0,0,"{'type': 'cp', 'value': 266}"
gpt-3.5-turbo-instruct,stockfish,0,74.57133433400003,"No valid suggestions: | |½-½



Pr||24|23","['e2e4', 'a7a6', 'd2d4', 'e7e6', 'g1f3', 'g8f6', 'f1d3', 'f8e7', 'd1e2', 'e8g8', 'c2c4', 'b7b5', 'c4b5', 'c8b7', 'b5a6', 'b7a6', 'd3a6', 'b8a6', 'e1g1', 'd8b8', 'b1c3', 'b8b7', 'a2a3', 'c7c5', 'd4c5', 'f8b8', 'b2b4', 'a6b4', 'a3b4', 'a8a1', 'c3d5', 'e6d5', 'f3d4', 'f6e4', 'd4f5', 'e7f6', 'f5d6', 'b7a6', 'e2a6', 'a1a6', 'd6e4', 'b8b4', 'e4f6', 'a6f6']",6k1/3p1ppp/5r2/2Pp4/1r6/8/5PPP/2B2RK1 w - - 0 23,0,996.0,"{'type': 'cp', 'value': -429}"
stockfish,gpt-3.5-turbo-instruct,1,19.273899220000033,No valid suggestions: |,"['g1f3', 'g8f6', 'a2a3', 'd7d5', 'd2d3', 'e7e6', 'c2c4']",rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/P2P1N2/1P2PPPP/RNBQKB1R b KQkq - 0 4,996.0,0,"{'type': 'cp', 'value': -16}"
stockfish,gpt-3.5-turbo-instruct,1,62.33052247400002,No valid suggestions: |,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b2c3', 'b8c6', 'g1f3', 'd7d6', 'c1e3', 'g8f6', 'd1a4', 'f8e7', 'f1e2', 'e8g8', 'e1g1', 'f8e8', 'b1d2', 'e7f8', 'e2b5', 'c8d7', 'f1e1', 'f6e4', 'd2e4']",r2qrbk1/pppb1ppp/2np4/1B6/Q3N3/2P1BN2/P4PPP/R3R1K1 b - - 0 13,996.0,0,"{'type': 'cp', 'value': 283}"
gpt-3.5-turbo-instruct,stockfish,0,87.631658017,"No valid suggestions: ||4-6

This game|30|2013PERFORMANCE

This","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'b8c6', 'f1b5', 'f8e7', 'e1g1', 'c6d4', 'f3e5', 'f6e4', 'c3e4', 'd4b5', 'd1h5', 'e8g8', 'd2d4', 'b5d4', 'c1g5', 'd4e6', 'g5e7', 'd8e7', 'a1e1', 'd7d6', 'e5c4', 'f7f5', 'e4c3', 'c8d7', 'c3d5', 'e7f7', 'h5f7', 'f8f7', 'd5c7', 'e6c7', 'c4d6', 'f7f8', 'd6b7', 'd7c6', 'b7c5', 'c6b5', 'c2c4', 'b5a6', 'c5e6', 'c7e6', 'e1e6', 'a6c8', 'e6d6', 'f5f4', 'f2f3', 'f8e8', 'd6d3', 'c8f5', 'd3d5', 'g7g6']",r3r1k1/p6p/6p1/3R1b2/2P2p2/5P2/PP4PP/5RK1 w - - 0 28,0,996.0,"{'type': 'cp', 'value': -234}"
stockfish,gpt-3.5-turbo-instruct,1,80.167712338,No valid suggestions: |,"['e2e4', 'e7e5', 'f1c4', 'g8f6', 'd2d3', 'b8c6', 'b1c3', 'f8b4', 'g1f3', 'e8g8', 'c1g5', 'h7h6', 'g5d2', 'd7d6', 'a2a3', 'b4c5', 'b2b4', 'c5b6', 'c4b3', 'c6d4', 'b3c4', 'd4f3', 'g2f3', 'c8e6', 'h2h4', 'e6c4', 'd2h6', 'b6d4', 'c3d5', 'c4d5', 'c2c3', 'd4c3', 'e1f1', 'g7h6', 'h1g1', 'g8h7', 'e4d5', 'f6h5', 'a1c1', 'd8h4', 'd1b3']",r4r2/ppp2p1k/3p3p/3Pp2n/1P5q/PQbP1P2/5P2/2R2KR1 b - - 1 21,936.0,0,"{'type': 'cp', 'value': -1025}"
gpt-3.5-turbo-instruct,stockfish,1.0,58.01836563299997,,"['e2e4', 'a7a6', 'd2d4', 'e7e6', 'b1c3', 'd7d6', 'g1f3', 'h7h6', 'f1d3', 'f8e7', 'e1g1', 'g8f6', 'a2a4', 'e8g8', 'f1e1', 'b7b6', 'd1e2', 'f6h7', 'e4e5', 'b8c6', 'e2e4', 'h7g5', 'f3g5', 'h6g5', 'e4h7']",r1bq1rk1/2p1bppQ/ppnpp3/4P1p1/P2P4/2NB4/1PP2PPP/R1B1R1K1 b - - 1 13,0,936.0,
gpt-3.5-turbo-instruct,stockfish,0,106.14965737199998,No valid suggestions: || ,"['e2e4', 'd7d5', 'e4d5', 'e7e6', 'd5e6', 'd8e7', 'd2d4', 'c8e6', 'd1e2', 'g8f6', 'g1f3', 'b8c6', 'c2c3', 'a7a6', 'g2g3', 'e7d7', 'f1g2', 'f8d6', 'e1g1', 'e8c8', 'b2b4', 'e6h3', 'a2a4', 'h7h5', 'c1g5', 'd8e8', 'e2d3', 'h5h4', 'f3h4', 'h8h5', 'f2f4', 'h5h4', 'g5h4', 'c6b4', 'c3b4', 'h3g2', 'g1g2', 'f6g4', 'g2f3', 'g4h2', 'f3g2', 'h2f1', 'd3f1', 'd7c6', 'g2h3', 'd6b4', 'b1a3', 'b4c3', 'a1a2', 'c6e6', 'h3h2', 'e6a2']",2k1r3/1pp2pp1/p7/8/P2P1P1B/N1b3P1/q6K/5Q2 w - - 0 27,0,936.0,"{'type': 'cp', 'value': -621}"
stockfish,gpt-3.5-turbo-instruct,1,79.98704320299998,No valid suggestions: |,"['d2d4', 'g8f6', 'g2g3', 'g7g6', 'g1f3', 'f8g7', 'c2c3', 'e8g8', 'f1g2', 'b7b6', 'e1g1', 'c8b7', 'b1d2', 'd7d5', 'd1c2', 'c7c5', 'f3e5', 'c5d4', 'f1d1', 'f6d7', 'e5d3', 'b8c6', 'g2d5', 'd7b8', 'd5h1', 'b8d7', 'd2b3', 'd4c3', 'd3f4', 'a8c8', 'h1c6', 'b7c6', 'b2c3', 'c6h1', 'g1h1']",2rq1rk1/p2nppbp/1p4p1/8/5N2/1NP3P1/P1Q1PP1P/R1BR3K b - - 0 18,936.0,0,"{'type': 'cp', 'value': 366}"
gpt-3.5-turbo-instruct,stockfish,0,103.06699499199999,No valid suggestions: || ,"['e2e4', 'e7e6', 'g1f3', 'f8e7', 'b1c3', 'a7a6', 'd2d4', 'd7d5', 'f1d3', 'd5e4', 'c3e4', 'g8f6', 'e1g1', 'f6e4', 'd3e4', 'b8d7', 'c2c3', 'h7h6', 'f1e1', 'c7c6', 'e4c2', 'e7d6', 'f3e5', 'd6e5', 'd4e5', 'b7b5', 'c1f4', 'a6a5', 'd1g4', 'g7g5', 'f4e3', 'd8c7', 'g4h5', 'c6c5', 'e1f1', 'c7e5', 'f1e1', 'a8a6', 'a1d1', 'e5g7', 'h5e2', 'b5b4', 'c3b4', 'a5b4', 'd1d7', 'e8d7', 'e1d1', 'd7e8', 'e3c5', 'g7b2', 'c5b4', 'b2b4', 'e2e5', 'h8g8', 'e5d4', 'b4d4']",2b1k1r1/5p2/r3p2p/6p1/3q4/8/P1B2PPP/3R2K1 w - - 0 29,0,936.0,"{'type': 'cp', 'value': -548}"
gpt-3.5-turbo-instruct,stockfish,0,91.98553073300002,No valid suggestions: | Qxd5+ 27|| gxf4 Nxf1| | Ng4 Ne4 27,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'd8e7', 'f1c4', 'b8c6', 'd2d3', 'd7d6', 'h2h3', 'e7d8', 'c1g5', 'h7h6', 'g5h4', 'f8e7', 'e1g1', 'g7g5', 'h4g3', 'c8e6', 'c3d5', 'e6d5', 'c4d5', 'd8d7', 'd3d4', 'c6d4', 'f3d4', 'c7c6', 'd5f7', 'e8f7', 'd4f5', 'f6e4', 'd1h5', 'f7e6', 'c2c4', 'a8f8', 'f2f4', 'f8f5', 'h5g4', 'g5f4', 'g4g6', 'e4f6', 'g6h5', 'f6h5', 'g3h4', 'd6d5', 'a1e1', 'e7h4', 'g2g3', 'h5g3']",7r/pp1q4/2p1k2p/3ppr2/2P2p1b/6nP/PP6/4RRK1 w - - 0 26,0,876.0,"{'type': 'cp', 'value': -1590}"
stockfish,gpt-3.5-turbo-instruct,1,37.82313118000002,No valid suggestions: ||10,"['e2e3', 'c7c5', 'g1f3', 'g8f6', 'd2d4', 'd7d5', 'f1e2', 'c8f5', 'c2c4', 'c5d4', 'd1a4', 'd8d7', 'a4b3', 'b8c6', 'f3d4', 'e7e5', 'd4f5', 'd7f5', 'c4d5']",r3kb1r/pp3ppp/2n2n2/3Ppq2/8/1Q2P3/PP2BPPP/RNB1K2R b KQkq - 0 10,876.0,0,"{'type': 'cp', 'value': 174}"
gpt-3.5-turbo-instruct,stockfish,0,84.78768626899995,No valid suggestions: |,"['e2e4', 'a7a6', 'g1f3', 'g8f6', 'e4e5', 'f6g8', 'd2d4', 'd7d6', 'f1d3', 'c8g4', 'e1g1', 'b8c6', 'e5d6', 'e7d6', 'c2c3', 'd6d5', 'c1f4', 'g4f3', 'f1e1', 'f8e7', 'd1f3', 'g8f6', 'f3g3', 'f6h5', 'g3g4', 'h5f6', 'g4g7', 'h8f8', 'g7f6', 'h7h5', 'f4g5', 'h5h4', 'g5h4', 'f8g8', 'h2h3', 'g8f8', 'd3h7', 'a6a5', 'h7f5', 'a8b8', 'f5g4', 'b8a8', 'f6f3', 'd8d6', 'h4g3', 'd6d8', 'f3f5', 'a8a6', 'f5c8', 'f7f5', 'g4f5', 'd8c8', 'f5c8', 'e8d8', 'c8b7', 'c6b8', 'b7a6', 'b8a6']",3k1r2/2p1b3/n7/p2p4/3P4/2P3BP/PP3PP1/RN2R1K1 w - - 0 30,0,876.0,"{'type': 'cp', 'value': 796}"
gpt-3.5-turbo-instruct,stockfish,0,77.404752771,No valid suggestions: | Pa6+  1|,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5e6', 'f1b5', 'b8c6', 'e1g1', 'g8e7', 'd2d4', 'e5d4', 'f3d4', 'e6f6', 'f1e1', 'a7a6', 'c3d5', 'f6d6', 'd4c6', 'b7c6', 'c1f4', 'd6d5', 'd1d5', 'c8d7', 'd5c6', 'd7c6', 'b5c6', 'e8d8', 'c6a8', 'f7f6', 'a8b7', 'e7c8', 'b7a6', 'f8d6', 'f4d6', 'c8d6', 'a6d3', 'g7g5', 'a1d1', 'h7h6', 'c2c4', 'h8e8', 'c4c5', 'd6f7', 'd3b5', 'd8c8', 'e1e8', 'c8b7', 'e8e7', 'f7e5']",8/1kp1R3/5p1p/1BP1n1p1/8/8/PP3PPP/3R2K1 w - - 3 27,0,876.0,"{'type': 'cp', 'value': 3776}"
stockfish,gpt-3.5-turbo-instruct,1,79.43705581399996,No valid suggestions: | |,"['g1f3', 'g8f6', 'g2g3', 'g7g6', 'd2d4', 'f8g7', 'f1g2', 'e8g8', 'a2a4', 'd7d5', 'h2h4', 'b8c6', 'c1f4', 'f6e4', 'b1d2', 'e4d2', 'f3d2', 'c6d4', 'h4h5', 'c8g4', 'f2f3', 'g4d7', 'h5h6', 'g7f6', 'e2e4', 'd5e4', 'd2e4', 'e7e5', 'f4e3', 'd7c6', 'd1d2', 'c6e4', 'f3e4', 'c7c5', 'c2c3', 'd4e6', 'e1c1', 'd8d2', 'c1d2', 'f8d8', 'd2c2', 'd8d1', 'h1d1', 'f6g5', 'c2d3']",r5k1/pp3p1p/4n1pP/2p1p1b1/P3P3/2PKB1P1/1P4B1/3R4 b - - 2 23,876.0,0,"{'type': 'cp', 'value': -532}"
stockfish,gpt-3.5-turbo-instruct,1,65.86288689600008,No valid suggestions: |,"['g1f3', 'c7c5', 'c2c3', 'd7d5', 'd1a4', 'b8c6', 'd2d4', 'c5d4', 'c3d4', 'c8d7', 'a4d1', 'g8f6', 'b1c3', 'e7e6', 'a2a3', 'f8d6', 'c1g5', 'e8g8', 'g2g3', 'h7h6', 'g5h4', 'd6a3', 'a1a3', 'f8e8', 'f3e5', 'd7c8', 'f1g2', 'c6e5', 'd4e5', 'f6d7', 'h4d8', 'd7e5', 'd8b6']",r1b1r1k1/pp3pp1/1B2p2p/3pn3/8/R1N3P1/1P2PPBP/3QK2R b K - 1 17,840.0,0,"{'type': 'cp', 'value': 697}"
stockfish,gpt-3.5-turbo-instruct,1,55.44196608300001,No valid suggestions: | || ,"['g1f3', 'g8f6', 'g2g3', 'g7g6', 'a2a3', 'd7d5', 'f1g2', 'f8g7', 'd2d3', 'e8g8', 'e1g1', 'b8d7', 'a3a4', 'e7e5', 'b2b3', 'f8e8', 'c2c4', 'd5d4', 'a4a5', 'b7b6', 'a5b6', 'a7b6', 'a1a8']",R1bqr1k1/2pn1pbp/1p3np1/4p3/2Pp4/1P1P1NP1/4PPBP/1NBQ1RK1 b - - 0 12,840.0,0,"{'type': 'cp', 'value': 562}"
stockfish,gpt-3.5-turbo-instruct,1,69.44409503600002,No valid suggestions: | Qa8 18||0-0 18,"['d2d4', 'g8f6', 'a2a3', 'd7d5', 'c1g5', 'b8d7', 'g1f3', 'e7e6', 'g5h4', 'f8e7', 'c2c4', 'e8g8', 'c4c5', 'b7b6', 'c5b6', 'a7b6', 'b1c3', 'c7c5', 'e2e3', 'c8b7', 'a1c1', 'a8c8', 'h4g3', 'f6e4', 'f1b5', 'c5c4', 'c3e4', 'd5e4', 'f3e5', 'd7e5', 'g3e5', 'b7d5', 'e1g1']",2rq1rk1/4bppp/1p2p3/1B1bB3/2pPp3/P3P3/1P3PPP/2RQ1RK1 b - - 2 17,840.0,0,"{'type': 'cp', 'value': 78}"
gpt-3.5-turbo-instruct,stockfish,0,64.23321093400011,No valid suggestions: ||0-0-0 Rad,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'f3e5', 'd5e4', 'd2d4', 'g8f6', 'f1c4', 'f8b4', 'c2c3', 'b8d7', 'c3b4', 'd7e5', 'd4e5', 'c8g4', 'd1a4', 'g4d7', 'a4b3', 'f6g4', 'e1g1', 'e8g8', 'b1a3', 'd7f5', 'c1e3', 'd8h4', 'h2h3', 'g4e5', 'c4e2', 'e5f3', 'g2f3', 'h4h3']",r4rk1/ppp2ppp/8/5b2/1P2p3/NQ2BP1q/PP2BP2/R4RK1 w - - 0 17,0,840.0,"{'type': 'cp', 'value': 483}"
stockfish,gpt-3.5-turbo-instruct,1,78.01766522399998,No valid suggestions: |,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'b1c3', 'f8b4', 'e1g1', 'e8g8', 'd2d3', 'b4c3', 'b5c6', 'd7c6', 'b2c3', 'f8e8', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'h2h3', 'f6g6', 'g1h1', 'c8e6', 'f3e5', 'g6f6', 'e5g4', 'f6c3', 'd1e1', 'c3c2', 'f2f4', 'e6d7', 'a1c1', 'c2a2', 'f4f5', 'f7f6', 'f1f3']",r3r1k1/pppb2p1/2p2p1p/5P2/4P1N1/3P1R1P/q5P1/2R1Q2K b - - 1 19,840.0,0,"{'type': 'cp', 'value': 15}"
gpt-3.5-turbo-instruct,stockfish,0,73.43245086700006,No valid suggestions: || ,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'd2d4', 'b8c6', 'f1b5', 'c8g4', 'e4d5', 'd8d5', 'b1c3', 'g4f3', 'd1f3', 'd5f3', 'g2f3', 'e5d4', 'c3d5', 'e8c8', 'b5c6', 'c8b8', 'e1g1', 'b7c6', 'd5f4', 'c6c5', 'c2c4', 'g8e7', 'f4d3', 'e7g6', 'd3e1', 'f8e7', 'e1c2', 'b8c8', 'f1e1', 'a7a6', 'b2b4', 'c5b4', 'c2b4', 'e7b4', 'e1d1', 'b4c3', 'a1b1', 'f7f6', 'b1b3', 'f6f5', 'd1e1', 'c3e1']",2kr3r/2p3pp/p5n1/5p2/2Pp4/1R3P2/P4P1P/2B1b1K1 w - - 0 24,0,756.0,"{'type': 'cp', 'value': -929}"
