white,black,result,time,illegal_move,moves,fen,white_elo,black_elo,eval
gpt-3.5-turbo-instruct,stockfish,0,33.238653682000006,No valid suggestions: |,"['e2e4', 'a7a6', 'd2d4', 'd7d6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'f1d3', 'b7b5', 'e1g1', 'c7c5', 'd4c5', 'd6c5', 'e4e5', 'f6d5', 'c3d5', 'e6d5', 'c2c3', 'c5c4', 'd3c2', 'b8c6', 'f3d4', 'c6e5', 'f1e1', 'f7f6', 'f2f4', 'f8d6', 'f4e5', 'd6e5', 'c1f4', 'e8g8', 'f4e5', 'g7g6', 'd1d2', 'f6e5', 'e1e5', 'd8c7', 'd2g5', 'c8g4', 'e5e7', 'c7e7', 'g5e7', 'f8e8', 'e7b7', 'a8d8', 'b7a6', 'd8b8', 'b2b4', 'g4d7', 'a6d6', 'b8d8', 'd6d5', 'g8h8', 'd5f7', 'e8e5', 'f7f6', 'h8g8', 'f6d8', 'e5e8', 'd8d7', 'g8f8']",4rk2/3Q3p/6p1/1p6/1PpN4/2P5/P1B3PP/R5K1 w - - 1 32,1300,1300,"{'type': 'mate', 'value': 3}"
gpt-3.5-turbo-instruct,stockfish,0,25.086688914999996,"No valid suggestions: || { White accepts the draw|22| |½-½

[Event","['e2e4', 'd7d5', 'd2d4', 'd5e4', 'b1c3', 'g8f6', 'f2f3', 'c7c5', 'd4c5', 'd8a5', 'c1d2', 'e4e3', 'd2e3', 'a7a6', 'd1d4', 'c8f5', 'e1c1', 'b8d7', 'g2g4', 'f5g6', 'g4g5', 'e7e5', 'd4d2', 'f8c5', 'e3c5', 'd7c5', 'd2e3', 'f6d7', 'g1e2', 'a8c8', 'e2g3', 'c5a4', 'c3a4', 'c8c2']",4k2r/1p1n1ppp/p5b1/q3p1P1/N7/4QPN1/PPr4P/2KR1B1R w k - 0 18,1300,1300,"{'type': 'cp', 'value': -503}"
stockfish,gpt-3.5-turbo-instruct,1,4.09906893500002,"No valid suggestions: | *




It looks like|","['e2e3', 'c7c5', 'g1f3']",rnbqkbnr/pp1ppppp/8/2p5/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,1300,1300,"{'type': 'cp', 'value': 18}"
stockfish,gpt-3.5-turbo-instruct,1,2.1314239929999985,No valid suggestions: |1||1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1300,1300,"{'type': 'cp', 'value': 14}"
stockfish,gpt-3.5-turbo-instruct,1,2.710094459000004,No valid suggestions: |1||{First time Carlsen ever|1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1300,1300,"{'type': 'cp', 'value': 7}"
gpt-3.5-turbo-instruct,stockfish,0,53.00711126099998,No valid suggestions: | Kh1 Be3 24|,"['e2e4', 'a7a6', 'd2d4', 'e7e6', 'b1c3', 'c7c5', 'g1f3', 'g8f6', 'f1d3', 'c5d4', 'f3d4', 'd7d6', 'e1g1', 'c8d7', 'c1e3', 'h7h6', 'f2f4', 'b8c6', 'd4f3', 'f6g4', 'd1e2', 'd8c7', 'h2h3', 'g4e3', 'e2e3', 'a8c8', 'f4f5', 'c6b4', 'f5e6', 'd7e6', 'e4e5', 'd6e5', 'f3e5', 'f8d6', 'e5f3', 'c7c5', 'c3d5', 'b4d5', 'e3c5', 'd6c5', 'g1h1', 'd5e7', 'f3e5', 'e8g8']",2r2rk1/1p2npp1/p3b2p/2b1N3/8/3B3P/PPP3P1/R4R1K w - - 4 23,1350,1350,"{'type': 'cp', 'value': -544}"
gpt-3.5-turbo-instruct,stockfish,0,53.96603483999999,No valid suggestions: | 25|,"['e2e4', 'd7d6', 'd2d4', 'c7c5', 'd4c5', 'g8f6', 'c5d6', 'd8a5', 'b1c3', 'e7d6', 'f1b5', 'b8c6', 'c1d2', 'a7a6', 'b5c6', 'b7c6', 'g1f3', 'a5c7', 'e1g1', 'h7h6', 'h2h3', 'c7b7', 'b2b3', 'c8e6', 'f1e1', 'd6d5', 'e4d5', 'c6d5', 'f3d4', 'a8c8', 'd4e6', 'f7e6', 'e1e6', 'e8d8', 'c3d5', 'b7d5', 'e6e3', 'c8c6', 'd2c3', 'd8c7', 'c3f6', 'd5d1', 'a1d1', 'g7f6', 'h3h4', 'f8b4', 'c2c4', 'a6a5', 'c4c5', 'h8b8']",1r6/2k5/2r2p1p/p1P5/1b5P/1P2R3/P4PP1/3R2K1 w - - 1 26,1350,1350,"{'type': 'cp', 'value': -15}"
stockfish,gpt-3.5-turbo-instruct,1,54.71724234299998,No valid suggestions: |,"['d2d4', 'g8f6', 'c2c3', 'd7d5', 'c1g5', 'c8f5', 'b1d2', 'b8d7', 'g5f6', 'd7f6', 'g1f3', 'e7e6', 'd1b3', 'a8b8', 'g2g3', 'f8e7', 'f3e5', 'e8g8', 'f1g2', 'c7c5', 'd4c5', 'e7c5', 'e5d3', 'f5d3', 'e2d3', 'f6g4', 'd3d4', 'c5d6', 'e1g1', 'g4h6', 'b3d1', 'f7f5', 'd1e2', 'f8e8', 'a1e1', 'h6f7', 'd2f3', 'd8f6', 'f3e5', 'd6e5', 'd4e5', 'f6e7', 'e1d1']",1r2r1k1/pp2qnpp/4p3/3pPp2/8/2P3P1/PP2QPBP/3R1RK1 b - - 2 22,1350,1350,"{'type': 'cp', 'value': -13}"
stockfish,gpt-3.5-turbo-instruct,1,2.269257981999999,No valid suggestions: |1||½–½ [After the,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1350,1350,"{'type': 'cp', 'value': 16}"
stockfish,gpt-3.5-turbo-instruct,1,42.15982441700001,No valid suggestions: |,"['g1f3', 'g8f6', 'd2d4', 'c7c5', 'c2c4', 'c5d4', 'd1d4', 'b8c6', 'd4d3', 'e7e6', 'b1c3', 'f8b4', 'a2a3', 'b4c3', 'b2c3', 'e8g8', 'a3a4', 'd7d5', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'a1b1', 'd5c4', 'd3c4', 'c8d7', 'g2g3', 'a8c8', 'f1g2', 'c6e5', 'c4d4', 'e5g4', 'e1g1']",2r2rk1/pp1b1pp1/4pq1p/8/P2Q2n1/2P2NP1/4PPBP/1R3RK1 b - - 6 17,1350,1350,"{'type': 'cp', 'value': -6}"
gpt-3.5-turbo-instruct,stockfish,0,46.87079634799997,No valid suggestions: |,"['e2e4', 'a7a6', 'd2d4', 'c7c6', 'g1f3', 'd7d6', 'b1c3', 'e7e6', 'f1d3', 'b8d7', 'e1g1', 'e6e5', 'c1g5', 'd8c7', 'a2a4', 'a6a5', 'd3c4', 'f8e7', 'd1d2', 'd7b6', 'c4a2', 'c8g4', 'f1d1', 'g4f3', 'g2f3', 'e5d4', 'd2d4', 'e7g5', 'd4g7', 'g5f6', 'g7g4', 'e8f8', 'c3e2', 'f6b2', 'e2f4', 'b2a1', 'f4e6', 'f7e6', 'g4e6', 'c7e7', 'e6f5', 'a1f6', 'd1b1', 'd6d5', 'b1b6', 'e7g7', 'g1h1', 'g7f7', 'f5g4', 'a8e8']",4rknr/1p3q1p/1Rp2b2/p2p4/P3P1Q1/5P2/B1P2P1P/7K w - - 5 26,1400,1400,"{'type': 'cp', 'value': -601}"
stockfish,gpt-3.5-turbo-instruct,1,2.079138986999993,No valid suggestions: |1||1,['e2e3'],rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,1400,1400,"{'type': 'cp', 'value': 19}"
gpt-3.5-turbo-instruct,stockfish,0,42.668873495000014,No valid suggestions: || ,"['e2e4', 'd7d5', 'e4e5', 'g8h6', 'd2d4', 'c7c5', 'c2c3', 'c5d4', 'c3d4', 'd8a5', 'b1c3', 'e7e6', 'c1h6', 'a5b4', 'h6c1', 'a7a6', 'a2a3', 'b4e7', 'g1f3', 'b8c6', 'f1d3', 'e7d8', 'e1g1', 'c6e7', 'd1a4', 'c8d7', 'a4b3', 'e7c6', 'b3b7', 'a8a7', 'b7b3', 'c6a5', 'b3c2', 'a7a8', 'c1e3', 'a5c4', 'd3c4', 'a8c8', 'c4a6', 'c8b8', 'a6b5', 'd8c7', 'b5d7', 'c7d7', 'c2c1', 'd7c7', 'f3g5', 'c7b7', 'c3d5', 'e6d5', 'a1b1', 'f8a3']",1r2k2r/1q3ppp/8/3pP1N1/3P4/b3B3/1P3PPP/1RQ2RK1 w k - 0 27,1400,1400,"{'type': 'cp', 'value': 761}"
gpt-3.5-turbo-instruct,stockfish,0,44.01324971,No valid suggestions: | || Qxa5 Kc8| Qe8+ Kb7|24,"['e2e4', 'd7d6', 'd2d4', 'e7e5', 'g1f3', 'e5d4', 'f3d4', 'f8e7', 'b1c3', 'a7a6', 'a2a4', 'e7f6', 'f1c4', 'g8e7', 'e1g1', 'b8d7', 'g1h1', 'd7b6', 'c4b3', 'c7c5', 'd4f5', 'e7f5', 'e4f5', 'f6c3', 'b2c3', 'c5c4', 'b3a2', 'c8f5', 'c1a3', 'd8d7', 'f1e1', 'f5e6', 'd1d6', 'd7d6', 'a3d6', 'e8c8', 'd6c5', 'b6a4', 'c5b4', 'b7b6', 'a2c4', 'e6c4', 'a1a4', 'a6a5', 'b4a5', 'b6a5']",2kr3r/5ppp/8/p7/R1b5/2P5/2P2PPP/4R2K w - - 0 24,1400,1400,"{'type': 'cp', 'value': 35}"
stockfish,gpt-3.5-turbo-instruct,1,8.781579152999996,No valid suggestions: |,"['d2d4', 'g8f6', 'e2e3', 'g7g6', 'g1f3', 'f8g7', 'a2a4']",rnbqk2r/ppppppbp/5np1/8/P2P4/4PN2/1PP2PPP/RNBQKB1R b KQkq - 0 4,1400,1400,"{'type': 'cp', 'value': -17}"
gpt-3.5-turbo-instruct,stockfish,0,75.31055474600004,No valid suggestions: |,"['e2e4', 'e7e6', 'g1f3', 'g8f6', 'b1c3', 'd7d6', 'd2d4', 'f8e7', 'f1d3', 'c7c6', 'e1g1', 'e8g8', 'e4e5', 'f6d7', 'c3e4', 'd6e5', 'd4e5', 'd8c7', 'c1f4', 'b7b5', 'c2c4', 'f8d8', 'd1c2', 'b5c4', 'd3c4', 'c6c5', 'a1d1', 'b8c6', 'e4g5', 'd7f8', 'd1d8', 'c6d8', 'h2h3', 'c8b7', 'g2g3', 'e7g5', 'f3g5', 'h7h6', 'g5e4', 'f8d7', 'e4d6', 'd8c6', 'd6b7', 'c7b7', 'c2e4', 'a8c8', 'b2b3', 'd7b6', 'c4d3', 'g8f8', 'e4h7', 'c8d8', 'h7h8', 'f8e7', 'h8g7', 'd8d3', 'g7f6', 'e7e8', 'f6h8', 'e8d7', 'h8h6', 'c6d4', 'h6h5', 'b7e4']",8/p2k1p2/1n2p3/2p1P2Q/3nqB2/1P1r2PP/P4P2/5RK1 w - - 3 33,1450,1450,"{'type': 'cp', 'value': -340}"
gpt-3.5-turbo-instruct,stockfish,0,62.24393080600004,No valid suggestions: |,"['e2e4', 'g8f6', 'e4e5', 'f6d5', 'd2d4', 'b8c6', 'c2c4', 'd5b6', 'g1f3', 'd7d6', 'e5d6', 'd8d6', 'b1c3', 'c8f5', 'f1e2', 'e7e6', 'e1g1', 'f8e7', 'c4c5', 'd6d8', 'c5b6', 'a7b6', 'e2b5', 'a8a5', 'c1d2', 'f5g4', 'h2h3', 'g4h3', 'g2h3', 'g7g5', 'b5c6', 'b7c6', 'f3e5', 'd8d4', 'e5c6', 'd4c4', 'c6a5', 'b6a5', 'd1a4', 'c4a4', 'c3a4', 'g5g4', 'h3g4', 'h8g8', 'f2f3', 'h7h5', 'g1h2', 'h5g4', 'f3g4', 'e7d6', 'h2h3', 'g8h8', 'h3g2', 'h8h4', 'g2f3', 'h4h2', 'd2a5', 'e8e7']",8/2p1kp2/3bp3/B7/N5P1/5K2/PP5r/R4R2 w - - 1 30,1450,1450,"{'type': 'cp', 'value': 665}"
gpt-3.5-turbo-instruct,stockfish,0,59.98477912300001,No valid suggestions: |23|| B,"['e2e4', 'd7d5', 'b1c3', 'g8f6', 'e4d5', 'e7e5', 'd5e6', 'c8e6', 'd2d4', 'c7c5', 'c1e3', 'd8b6', 'd4d5', 'b6b2', 'd5e6', 'b2c3', 'e3d2', 'c3b2', 'e6f7', 'e8d7', 'g1f3', 'b8c6', 'd1b1', 'b2b1', 'a1b1', 'b7b6', 'f1b5', 'f6e4', 'e1g1', 'e4d2', 'f3d2', 'd7c7', 'b5c6', 'c7c6', 'd2e4', 'a8d8', 'b1d1', 'd8d4', 'e4c3', 'd4d1', 'f1d1', 'a7a6']",5b1r/5Ppp/ppk5/2p5/8/2N5/P1P2PPP/3R2K1 w - - 0 22,1450,1450,"{'type': 'cp', 'value': 444}"
gpt-3.5-turbo-instruct,stockfish,0.0,46.79137892299997,,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'd7d6', 'd2d4', 'f6d7', 'f1c4', 'c7c6', 'e1g1', 'd7b6', 'c4b3', 'e5d4', 'f3d4', 'f8e7', 'd4f5', 'c8f5', 'e4f5', 'd6d5', 'd1h5', 'e8g8', 'h5g4', 'b8d7', 'c1h6', 'e7f6', 'f1e1', 'f8e8', 'e1e8', 'd8e8', 'a1e1', 'e8e1']",r5k1/pp1n1ppp/1np2b1B/3p1P2/6Q1/1BN5/PPP2PPP/4q1K1 w - - 0 17,1450,1450,
stockfish,gpt-3.5-turbo-instruct,1,53.45905519300004,No valid suggestions: || ,"['e2e3', 'g8f6', 'b1c3', 'g7g6', 'g1f3', 'f8g7', 'd2d4', 'e8g8', 'e3e4', 'd7d6', 'f1e2', 'b8c6', 'h2h3', 'e7e5', 'd4e5', 'd6e5', 'd1d8', 'f8d8', 'c1e3', 'c6b4', 'a1c1', 'b4c6', 'c1d1', 'd8d1', 'e2d1', 'c8d7', 'd1e2', 'a7a6', 'g2g4']",r5k1/1ppb1pbp/p1n2np1/4p3/4P1P1/2N1BN1P/PPP1BP2/4K2R b K - 0 15,1450,1450,"{'type': 'cp', 'value': 0}"
gpt-3.5-turbo-instruct,stockfish,0,62.65793786900002,No valid suggestions: |,"['e2e4', 'e7e5', 'g1f3', 'd7d6', 'd2d4', 'b8d7', 'b1c3', 'a7a6', 'a2a4', 'f8e7', 'f1c4', 'd7b6', 'c4a2', 'b6d7', 'e1g1', 'g8f6', 'f1e1', 'e8g8', 'h2h3', 'h7h6', 'c1e3', 'c7c6', 'd1d2', 'b7b5', 'b2b4', 'd8c7', 'd2d3', 'f8e8', 'a2b3', 'd7b6', 'd4e5', 'f6d7', 'e5e6', 'f7e6', 'b3e6', 'g8h8', 'a4b5', 'a6b5', 'a1a8', 'b6a8', 'c3d5', 'c6d5', 'e4d5', 'e7f6', 'e3d4', 'c7d8', 'd4f6', 'd7f6', 'f3d4', 'a8c7', 'd3g6', 'c7d5', 'g6f7', 'd5c7']",2bqr2k/2n2Qp1/3pBn1p/1p6/1P1N4/7P/2P2PP1/4R1K1 w - - 2 28,1500,1500,"{'type': 'cp', 'value': -61}"
stockfish,gpt-3.5-turbo-instruct,1,39.30751784900002,No valid suggestions: |,"['e2e3', 'g7g6', 'h2h3', 'g8f6', 'd2d3', 'f8g7', 'e3e4', 'e8g8', 'g1f3', 'b8c6', 'f1e2', 'd7d6', 'a2a4', 'a8b8', 'e1g1', 'b7b5', 'b1c3', 'a7a6', 'f1e1', 'c8d7', 'a4b5', 'a6b5', 'c1g5', 'b5b4', 'c3a2', 'd6d5', 'e4e5']",1r1q1rk1/2pbppbp/2n2np1/3pP1B1/1p6/3P1N1P/NPP1BPP1/R2QR1K1 b - - 0 14,1500,1500,"{'type': 'cp', 'value': 104}"
stockfish,gpt-3.5-turbo-instruct,1,57.36849398800001,No valid suggestions: |,"['g1f3', 'g8f6', 'd2d4', 'b8c6', 'b1d2', 'd7d5', 'a2a3', 'c8f5', 'c2c4', 'e7e6', 'e2e3', 'f6e4', 'd2e4', 'd5e4', 'f3g1', 'f8e7', 'd1c2', 'e8g8', 'b2b4', 'a7a5', 'b4a5', 'c6a5', 'c1d2', 'c7c5', 'g1e2', 'c5d4', 'e2d4', 'f5g6', 'd2b4', 'a5c6', 'd4c6', 'b7c6', 'a1d1', 'd8c7', 'f1e2', 'e7b4', 'a3b4', 'c7b6', 'c2b2', 'f8b8', 'e1g1', 'b6b4', 'd1d8']",rr1R2k1/5ppp/2p1p1b1/8/1qP1p3/4P3/1Q2BPPP/5RK1 b - - 1 22,1500,1500,"{'type': 'cp', 'value': 439}"
stockfish,gpt-3.5-turbo-instruct,1,53.69338016399996,"No valid suggestions: |1-2

[Event||1-1`
```
|1-2

Comments

","['e2e3', 'g8f6', 'a2a3', 'c7c5', 'f1e2', 'b8c6', 'g1f3', 'g7g6', 'b2b3', 'f8g7', 'c2c4', 'e8g8', 'e1g1', 'd7d5', 'c1b2', 'c8g4', 'h2h3', 'g4d7', 'c4d5', 'f6d5', 'b2g7', 'g8g7', 'b1c3', 'd7e6', 'a1c1', 'a7a6', 'c3e4', 'b7b6', 'b3b4', 'c5b4', 'c1c6', 'b4b3', 'd1b3', 'a8b8', 'c6c1', 'd5f4', 'b3b2']",1r1q1r2/4ppkp/pp2b1p1/8/4Nn2/P3PN1P/1Q1PBPP1/2R2RK1 b - - 4 19,1500,1500,"{'type': 'cp', 'value': 737}"
gpt-3.5-turbo-instruct,stockfish,0,49.32869310899997,No valid suggestions: dxe8=Q+|22| |23||22,"['e2e4', 'a7a6', 'd2d4', 'e7e6', 'g1f3', 'c7c5', 'd4c5', 'g8f6', 'e4e5', 'f6g8', 'c1e3', 'g8h6', 'b1c3', 'h6f5', 'd1d2', 'b7b6', 'c5b6', 'f8b4', 'e1c1', 'c8b7', 'f1e2', 'd7d5', 'e5d6', 'b8d7', 'g2g4', 'b7f3', 'e2f3', 'b4c3', 'd2c3', 'f5e3', 'c3g7', 'e3d1', 'g7h8', 'd7f8', 'h1d1', 'd8b6', 'd6d7', 'e8e7', 'd7d8q', 'a8d8', 'd1d8', 'f8d7']",3R3Q/3nkp1p/pq2p3/8/6P1/5B2/PPP2P1P/2K5 w - - 1 22,1500,1500,"{'type': 'mate', 'value': 7}"
gpt-3.5-turbo-instruct,stockfish,0,47.36443467599997,No valid suggestions: | || ,"['e2e4', 'd7d6', 'b1c3', 'e7e5', 'd2d4', 'a7a6', 'g1f3', 'b8d7', 'f1c4', 'b7b5', 'c4d5', 'e5d4', 'f3d4', 'a8a7', 'd4c6', 'g8f6', 'c6a7', 'f6d5', 'd1d5', 'd7b6', 'd5h5', 'c8e6', 'e1g1', 'd8a8', 'c3d5', 'e6d5', 'e4d5', 'b6d5', 'h5f3', 'f8e7', 'c2c4', 'b5c4', 'f3e4', 'c7c6', 'f1e1', 'a8a7', 'e4c4', 'a7b7', 'c4g4', 'g7g6', 'c1h6', 'f7f5', 'g4d4', 'h8g8', 'a1c1', 'e8f7', 'b2b4', 'b7b4', 'd4b4', 'd5b4', 'h2h3', 'g6g5', 'h3h4', 'g5h4', 'g1h2', 'c6c5', 'c1b1', 'b4d3']",6r1/4bk1p/p2p3B/2p2p2/7p/3n4/P4PPK/1R2R3 w - - 2 30,1550,1550,"{'type': 'cp', 'value': -72}"
