white,black,result,time,illegal_move,moves,fen,white_elo,black_elo,eval
gpt-3.5-turbo-instruct,stockfish,0.0,121.46953847599997,,"['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d6', 'g1f3', 'e7e6', 'd2d4', 'c8d7', 'f1e2', 'b8c6', 'e1g1', 'g8f6', 'c1g5', 'c6e7', 'g5f6', 'g7f6', 'f3d2', 'd7c6', 'd2e4', 'd6f4', 'e4f6', 'f4f6', 'f2f3', 'a8d8', 'c3e4', 'f6g6', 'c2c3', 'h7h5', 'e2d3', 'e7f5', 'b2b4', 'g6h6', 'e4g3', 'f5g3', 'h2g3', 'c6d7', 'a2a4', 'f8e7', 'f1e1', 'c7c6', 'b4b5', 'h6g7', 'g1f2', 'h5h4', 'g3h4', 'h8g8', 'd3f1', 'e7h4', 'f2g1', 'h4g3', 'e1e2', 'g7g5', 'd1d3', 'e8f8', 'b5c6', 'd7c6', 'e2e3', 'c6d5', 'd3b5', 'g5e3', 'g1h1', 'g8h8']",3r1k1r/pp3p2/4p3/1Q1b4/P2P4/2P1qPb1/6P1/R4B1K w - - 2 33,1700,1700,
stockfish,gpt-3.5-turbo-instruct,1,107.38893721799997,No valid suggestions: |,"['e2e3', 'g8f6', 'g1f3', 'd7d5', 'a2a3', 'c8g4', 'f1e2', 'c7c6', 'd2d4', 'b8d7', 'c2c4', 'e7e6', 'h2h3', 'g4h5', 'd1b3', 'a8b8', 'b3c3', 'f6e4', 'c3b3', 'f8d6', 'b3c2', 'e8g8', 'b1d2', 'f7f5', 'd2e4', 'f5e4', 'f3e5', 'h5e2', 'e5d7', 'd8d7', 'e1e2', 'd7f7', 'e2f1', 'b8c8', 'f2f4', 'e4f3', 'e3e4', 'd5e4', 'c1e3', 'e6e5', 'f1e1', 'e5d4', 'g2f3', 'f7f3', 'e3g1']",2r2rk1/pp4pp/2pb4/8/2Ppp3/P4q1P/1PQ5/R3K1BR b - - 1 23,1700,1700,"{'type': 'mate', 'value': -3}"
gpt-3.5-turbo-instruct,stockfish,0,127.82223248099996,No valid suggestions: |,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'g8f6', 'e1g1', 'f6e4', 'd2d4', 'd7d5', 'd4e5', 'c8e6', 'f3d4', 'f8c5', 'd4c6', 'c5f2', 'f1f2', 'd8h4', 'd1f3', 'h4f2', 'f3f2', 'e4f2', 'g1f2', 'e8f8', 'c1g5', 'a7a6', 'b5a4', 'b7c6', 'a4c6', 'a8c8', 'b1c3', 'd5d4', 'c6b7', 'c8e8', 'c3d5', 'e8b8', 'b7c6', 'b8b2', 'd5c7', 'b2c2', 'f2e1', 'c2c6', 'c7e6', 'c6e6', 'e1d2', 'f7f6', 'e5f6', 'g7f6', 'g5h6', 'f8f7', 'a1b1', 'h8e8', 'b1b7', 'f7g6', 'h6f4', 'h7h6', 'g2g3', 'e6c6', 'h2h4', 'g6f5', 'h4h5', 'e8c8', 'd2d3', 'c8e8', 'd3d4', 'e8d8', 'd4e3', 'c6c3', 'e3f2', 'f5g4', 'b7c7', 'c3c7', 'f4c7', 'd8d2', 'f2g1', 'd2b2']",8/2B5/p4p1p/7P/6k1/6P1/Pr6/6K1 w - - 3 39,1700,1700,"{'type': 'cp', 'value': -589}"
gpt-3.5-turbo-instruct,stockfish,0,138.74975293,No valid suggestions: | |,"['e2e4', 'e7e5', 'g1f3', 'd7d6', 'd2d4', 'b8d7', 'd4e5', 'd6e5', 'f1c4', 'f8b4', 'c2c3', 'b4e7', 'e1g1', 'a7a6', 'a2a4', 'g8f6', 'f3g5', 'e8g8', 'b1d2', 'd7b6', 'c4b3', 'd8e8', 'd2c4', 'b6d7', 'b3c2', 'e7d8', 'f2f4', 'e5f4', 'c1f4', 'a6a5', 'c2b3', 'h7h6', 'g5f3', 'f6h5', 'f4e3', 'd7f6', 'e3c5', 'f6e4', 'f1e1', 'd8e7', 'c5e7', 'e8e7', 'b3c2', 'f7f5', 'f3d4', 'h5f6', 'd1f3', 'e7f7', 'c2b3', 'g8h7', 'd4f5', 'f7g6', 'f3e4', 'f6e4', 'b3c2', 'c8f5', 'c4e5', 'g6e6', 'c2e4', 'e6b6', 'g1h1', 'b6a6', 'e4f5', 'f8f5', 'e5f3', 'f5f8', 'e1f1', 'h6h5', 'f1e1', 'f8f5', 'f3e5', 'h7g8', 'a1d1', 'h5h4', 'g2g3', 'g7g5', 'e5d7', 'g5g4', 'h2h3', 'f5f2', 'h1g1', 'h4g3', 'h3g4', 'a6h6']",r5k1/1ppN4/7q/p7/P5P1/2P3p1/1P3r2/3RR1K1 w - - 1 43,1700,1700,"{'type': 'mate', 'value': -5}"
gpt-3.5-turbo-instruct,stockfish,0,108.04693382899995,No valid suggestions: |,"['d2d4', 'e7e6', 'g1f3', 'g8f6', 'c2c4', 'b7b6', 'g2g3', 'c8a6', 'b1d2', 'a6b7', 'f1g2', 'd7d6', 'e1g1', 'a7a5', 'e2e4', 'f6e4', 'd4d5', 'e4c5', 'f3d4', 'd8f6', 'f1e1', 'f6d4', 'b2b4', 'a5b4', 'a1b1', 'd4f6', 'd1g4', 'h7h5', 'g4h3', 'e6e5', 'f2f4', 'a8a2', 'f4e5', 'd6e5', 'd2f3', 'b8d7', 'c1g5', 'f6d6', 'h3f5', 'a2g2', 'g1g2', 'g7g6', 'f5e5', 'd7e5', 'f3e5', 'f8g7', 'g5f4', 'e8g8']",5rk1/1bp2pb1/1p1q2p1/2nPN2p/1pP2B2/6P1/6KP/1R2R3 w - - 3 25,1700,1700,"{'type': 'cp', 'value': -749}"
stockfish,gpt-3.5-turbo-instruct,1,83.83417742899996,No valid suggestions: || ,"['g2g3', 'g8h6', 'd2d3', 'd7d6', 'f1g2', 'g7g6', 'h2h3', 'f8g7', 'g1f3', 'e8g8', 'e2e4', 'c7c5', 'e1g1', 'b8c6', 'b1a3', 'f7f5', 'f1e1', 'e7e5', 'e4f5', 'g6f5', 'a1b1', 'h6f7', 'a3b5', 'a7a6', 'b5a3', 'c6e7', 'f3g5', 'e7g6', 'g2d5', 'g8h8', 'd5f7', 'f8f7', 'g5f7']",r1bq3k/1p3Nbp/p2p2n1/2p1pp2/8/N2P2PP/PPP2P2/1RBQR1K1 b - - 0 17,1750,1750,"{'type': 'cp', 'value': 957}"
stockfish,gpt-3.5-turbo-instruct,1,97.73487884500003,No valid suggestions: |,"['e2e4', 'g8f6', 'b1c3', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'a1b1', 'e8g8', 'b1a1', 'd7d6', 'h2h3', 'c8d7', 'd2d3', 'a7a6', 'c1g5', 'b7b5', 'c4d5', 'a8b8', 'c3e2', 'b5b4', 'd5b3', 'a6a5', 'g5e3', 'c5e3', 'f2e3', 'f6h5', 'e1g1', 'd8f6', 'g2g4', 'h5f4', 'e3f4', 'e5f4', 'd3d4', 'g8h8', 'b3a4', 'f6h6', 'h3h4', 'f7f5', 'g4f5', 'h6h5', 'e2f4', 'h5g4', 'f4g2']",1r3r1k/2pb2pp/2np4/p4P2/Bp1PP1qP/5N2/PPP3N1/R2Q1RK1 b - - 2 23,1750,1750,"{'type': 'cp', 'value': 500}"
gpt-3.5-turbo-instruct,stockfish,0,117.73623854400006,No valid suggestions: || ,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'c6d4', 'f3d4', 'e5d4', 'e1g1', 'a7a6', 'b5c4', 'd7d6', 'c2c3', 'b7b5', 'c4b3', 'd4d3', 'd1f3', 'g8h6', 'f3d3', 'd8h4', 'd3g3', 'f8e7', 'g3h4', 'e7h4', 'd2d4', 'h6g4', 'h2h3', 'g4h6', 'b3d5', 'a8b8', 'c1h6', 'g7h6', 'd5c6', 'e8f8', 'e4e5', 'b8b6', 'd4d5', 'd6e5', 'b1d2', 'h4g5', 'd2e4', 'g5e7', 'f2f4', 'e5f4', 'f1f4', 'h8g8', 'g1h1', 'a6a5', 'a1f1', 'g8g7', 'e4f6', 'a5a4', 'a2a3', 'b6b8', 'c6d7', 'e7f6', 'f4f6', 'c8d7', 'f1e1', 'g7g5', 'e1d1', 'g5g6', 'f6f2', 'f8g8', 'd1f1', 'b8f8', 'h1h2', 'h6h5', 'h3h4', 'c7c5', 'd5c6', 'd7e8', 'c6c7', 'g6c6', 'f1d1', 'c6c7', 'f2f5', 'f7f6', 'd1d5', 'c7c6', 'd5d8', 'e8f7', 'd8f8', 'g8f8', 'f5d5', 'f7d5']",5k2/7p/2r2p2/1p1b3p/p6P/P1P5/1P4PK/8 w - - 0 44,1750,1750,"{'type': 'cp', 'value': -975}"
gpt-3.5-turbo-instruct,stockfish,0,110.82808277900006,No valid suggestions: ||Nc3 bxc3| Qxb4+ Kg7,"['e2e4', 'd7d5', 'd2d4', 'd5e4', 'b1c3', 'g8f6', 'c1e3', 'h7h6', 'f1e2', 'e7e6', 'g1h3', 'f8d6', 'e1g1', 'e8g8', 'f2f3', 'e4f3', 'e2f3', 'c7c6', 'd1d2', 'e6e5', 'd4d5', 'd6b4', 'd5c6', 'b7c6', 'd2f2', 'b4a5', 'a1d1', 'd8e7', 'e3g5', 'h6g5', 'h3g5', 'a5b6', 'f2b6', 'a7b6', 'f3c6', 'a8a7', 'g5e4', 'f6e4', 'c3e4', 'a7c7', 'c6d5', 'c7c2', 'f1f3', 'c2b2', 'd1d3', 'b2e2', 'h2h3', 'b6b5', 'g1h2', 'e2e1', 'e4g5', 'e7g5', 'f3g3', 'g5h4', 'g3f3', 'b5b4', 'd5b3', 'c8d7', 'b3f7', 'g8h7', 'f7g6', 'h7g8', 'g6h7', 'h4h7', 'f3f8', 'g8f8']",1n3k2/3b2pq/8/4p3/1p6/3R3P/P5PK/4r3 w - - 0 34,1750,1750,"{'type': 'cp', 'value': -1202}"
gpt-3.5-turbo-instruct,stockfish,0,106.62868196099998,No valid suggestions: |,"['d2d4', 'b7b6', 'g1f3', 'e7e6', 'c1f4', 'g8f6', 'b1d2', 'd7d5', 'e2e3', 'f8d6', 'f1d3', 'b8d7', 'e1g1', 'c8b7', 'f1e1', 'f6h5', 'f4d6', 'c7d6', 'c2c3', 'g7g5', 'f3g5', 'd8g5', 'd2f3', 'g5f6', 'f3e5', 'd6e5', 'd1h5', 'e8c8', 'f2f4', 'e5e4', 'd3b5', 'd7f8', 'c3c4', 'd5c4', 'b5c4', 'f8g6', 'a1c1', 'c8b8', 'c1c3', 'a7a6', 'c3b3', 'b8a7', 'h5e2', 'g6e7', 'a2a4', 'd8c8', 'e1f1', 'h7h5', 'e2d2', 'c8c4', 'b3b6', 'a7b6', 'b2b3', 'c4c6', 'd2a5', 'b6a5', 'b3b4', 'a5b6', 'b4b5', 'c6c3', 'b5a6', 'b7c6', 'f1a1', 'b6a6']",7r/4np2/k1b1pq2/7p/P2PpP2/2r1P3/6PP/R5K1 w - - 0 33,1750,1750,"{'type': 'cp', 'value': -1262}"
gpt-3.5-turbo-instruct,stockfish,0,99.99368167099999,No valid suggestions: |,"['e2e4', 'e7e6', 'g1f3', 'c7c5', 'd2d4', 'g8f6', 'b1c3', 'd7d5', 'e4d5', 'e6d5', 'f1e2', 'c8e6', 'e1g1', 'a7a6', 'd4c5', 'f8c5', 'f3d4', 'c5d4', 'd1d4', 'b8c6', 'd4d1', 'd5d4', 'c3b1', 'e8g8', 'e2d3', 'e6g4', 'f2f3', 'g4e6', 'f1e1', 'f6d5', 'b1d2', 'd5b4', 'd2f1', 'f8e8', 'a2a3', 'b4a2', 'a1b1', 'b7b5', 'e1e4', 'f7f5', 'e4e1', 'c6a5', 'd1d2', 'a2c1', 'e1c1', 'g8h8', 'c1e1', 'a8c8', 'e1e2', 'd8b6', 'b1e1', 'a5c4', 'd2c1', 'f5f4', 'f1g3', 'f4g3', 'h2g3', 'b6c6', 'c1g5', 'c4b2', 'd3h7', 'e6f7', 'e2e8', 'c8e8', 'e1e8', 'c6e8', 'h7f5', 'e8e3', 'g5e3', 'd4e3', 'g1f1', 'h8g8', 'f1e2', 'b2c4', 'f5c8', 'a6a5', 'e2d3', 'c4a3', 'c8e6', 'f7e6', 'd3e3', 'e6f7', 'e3d2', 'g8h8', 'd2c1', 'a3c4']",7k/5bp1/8/pp6/2n5/5PP1/2P3P1/2K5 w - - 5 44,1800,1800,"{'type': 'cp', 'value': -628}"
stockfish,gpt-3.5-turbo-instruct,1,78.49008703899995,No valid suggestions: |,"['e2e3', 'g8f6', 'c2c3', 'c7c5', 'f1e2', 'd7d5', 'h2h3', 'e7e5', 'd2d4', 'e5d4', 'c3d4', 'b8c6', 'b1c3', 'c5c4', 'b2b3', 'f8b4', 'c1d2', 'e8g8', 'b3c4', 'c8e6', 'c4c5', 'f6e4', 'c3e4', 'd5e4', 'd2b4', 'c6b4', 'd1d2', 'b4d5', 'e2d1', 'f7f5', 'a1b1', 'b7b6', 'g1e2', 'b6c5', 'b1c1', 'c5d4', 'e2d4', 'e6f7', 'd1b3', 'd5b6', 'd2b2', 'g8h8', 'd4f5', 'd8g5', 'g2g4', 'g5g6', 'c1c6', 'g6g5', 'b2c3']",r4r1k/p4bpp/1nR5/5Nq1/4p1P1/1BQ1P2P/P4P2/4K2R b K - 4 25,1800,1800,"{'type': 'cp', 'value': 174}"
gpt-3.5-turbo-instruct,stockfish,0.0,81.72158902499996,,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'e4d5', 'e5e4', 'f3d4', 'g8f6', 'f1b5', 'f6d7', 'e1g1', 'f8c5', 'd2d3', 'c5d4', 'd3e4', 'd4f6', 'f1e1', 'a7a6', 'b5d7', 'b8d7', 'f2f4', 'f6e7', 'b1c3', 'e7c5', 'g1h1', 'd8h4', 'e4e5', 'a6a5', 'c3e4', 'b7b6', 'a2a3', 'a5a4', 'c1e3', 'c8b7', 'b2b4', 'a4b3', 'c2b3', 'e8c8', 'b3b4', 'c5e3', 'e1e3', 'f7f5', 'g2g3', 'h4h6', 'a1a2', 'd7e5', 'f4e5', 'f5e4', 'd1g4', 'c8b8', 'g4e4', 'd8d5', 'e4f4', 'd5d1']",1k5r/1bp3pp/1p5q/4P3/1P3Q2/P3R1P1/R6P/3r3K w - - 2 28,1800,1800,
gpt-3.5-turbo-instruct,stockfish,0.0,55.25574674300003,,"['d2d4', 'a7a6', 'g2g3', 'd7d5', 'f1g2', 'c8f5', 'g1f3', 'e7e6', 'e1g1', 'f8d6', 'b1d2', 'g8e7', 'c2c4', 'h7h5', 'c4c5', 'h5h4', 'c5d6', 'h4g3', 'h2g3', 'd8d6', 'f3g5', 'b8c6', 'e2e3', 'f7f6', 'd2f3', 'f6g5', 'f3g5', 'c6b4', 'e3e4', 'f5e4', 'g2e4', 'd5e4', 'g5e4', 'd6c6', 'e4c5', 'c6h1']",r3k2r/1pp1n1p1/p3p3/2N5/1n1P4/6P1/PP3P2/R1BQ1RKq w kq - 3 19,1800,1800,
stockfish,gpt-3.5-turbo-instruct,1,68.27477033800005,No valid suggestions: || ,"['g2g3', 'g7g6', 'f1g2', 'f8g7', 'e2e4', 'c7c5', 'd2d3', 'b8c6', 'g1e2', 'd7d6', 'e1g1', 'g8f6', 'h2h3', 'e8g8', 'b1c3', 'c8d7', 'g1h2', 'a7a6', 'c1d2', 'b7b5', 'd1c1', 'a8b8', 'f2f4', 'e7e6', 'a2a3', 'c6d4', 'd2e3', 'b5b4', 'a3b4', 'c5b4', 'e2d4', 'b4c3', 'b2c3', 'd8c8', 'c3c4', 'f6h5', 'a1a5']",1rq2rk1/3b1pbp/p2pp1p1/R6n/2PNPP2/3PB1PP/2P3BK/2Q2R2 b - - 2 19,1800,1800,"{'type': 'cp', 'value': 203}"
gpt-3.5-turbo-instruct,stockfish,0.0,63.56390447900003,,"['e2e4', 'e7e5', 'g1f3', 'd7d5', 'e4d5', 'e5e4', 'd1e2', 'd8d5', 'b1c3', 'd5h5', 'c3e4', 'g8e7', 'e4g3', 'h5g6', 'd2d3', 'b8c6', 'e2e4', 'c8g4', 'f1e2', 'e8c8', 'e1g1', 'e7d5', 'c1g5', 'g4f3', 'e4f3', 'g6g5', 'g3f5', 'd5f4', 'f5g3', 'h7h5', 'h2h3', 'f8d6', 'g3e4', 'g5e5', 'e4g3', 'c6d4', 'f3e4', 'f4e2', 'g3e2', 'e5h2']",2kr3r/ppp2pp1/3b4/7p/3nQ3/3P3P/PPP1NPPq/R4RK1 w - - 1 21,1850,1850,
stockfish,gpt-3.5-turbo-instruct,1,80.41868783799998,No valid suggestions: |25|,"['e2e4', 'b8c6', 'f1c4', 'e7e6', 'd2d3', 'd7d5', 'c4b5', 'c8d7', 'e4d5', 'e6d5', 'd1e2', 'f8e7', 'b1c3', 'g8f6', 'e2d1', 'e8g8', 'g1f3', 'f8e8', 'c3e2', 'a7a6', 'b5c6', 'd7c6', 'e1g1', 'b7b5', 'f1e1', 'c6b7', 'c1f4', 'c7c5', 'd3d4', 'f6e4', 'a2a3', 'c5c4', 'f3d2', 'e4d6', 'd2f1', 'd6f5', 'f1g3', 'f5g3', 'f4g3', 'e7f6', 'b2b4', 'e8e4', 'f2f3', 'e4e8', 'c2c3', 'b7c8', 'a3a4', 'c8f5', 'd1d2']",r2qr1k1/5ppp/p4b2/1p1p1b2/PPpP4/2P2PB1/3QN1PP/R3R1K1 b - - 2 25,1850,1850,"{'type': 'cp', 'value': -69}"
stockfish,gpt-3.5-turbo-instruct,1,58.50797090099991,No valid suggestions: | |,"['g1f3', 'g8f6', 'c2c4', 'g7g6', 'd2d4', 'f8g7', 'h2h3', 'e8g8', 'g2g4', 'd7d5', 'b1a3', 'b8c6', 'c1e3', 'f6e4', 'f1g2', 'f7f5', 'c4d5', 'd8d5', 'd1b3', 'd5b3', 'a2b3', 'f5g4', 'f3h4', 'c6d4', 'g2e4', 'd4b3', 'e4d5']",r1b2rk1/ppp1p1bp/6p1/3B4/6pN/Nn2B2P/1P2PP2/R3K2R b KQ - 1 14,1850,1850,"{'type': 'cp', 'value': 492}"
